Player,Years,Seasons,Pos,G,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Marcus Williams,4.0,2007 - 2010,PG,215,3173,439,1143,38.4076990376203,127,405,31.35802469135803,312,738,42.27642276422765,43.963254593175854,152,198,76.76767676767676,59,312,371,587,88,7,307,201,1157
Mardy Collins,4.0,2007 - 2010,SG,189,2771,296,778,38.04627249357326,38,127,29.92125984251969,258,651,39.63133640552996,40.48843187660668,112,187,59.893048128342244,91,245,336,327,110,22,203,256,742
Mario Bennett,4.0,1996 - 2000,PF,74,624,114,214,53.271028037383175,1,3,33.33333333333333,113,211,53.55450236966824,53.50467289719626,48,92,52.17391304347826,88,103,191,24,31,23,35,114,277
Mario Chalmers,9.0,2009 - 2018,PG,745,20122,2243,5357,41.87044987866343,872,2481,35.147118097541316,1371,2876,47.670375521557716,50.009333582228855,1257,1597,78.71008140262992,246,1590,1836,2733,1068,118,1369,2030,6615
Mario Elie,11.0,1991 - 2001,SF,848,21708,2448,5211,46.97754749568221,664,1817,36.54375343973582,1784,3394,52.5633470830878,53.348685473037804,1690,1985,85.13853904282117,622,1737,2359,2139,765,145,1102,1698,7250
Mario Hezonja,4.0,2016 - 2019,SF,277,5236,762,1829,41.66211044286495,242,755,32.05298013245033,520,1074,48.4171322160149,48.27774740295243,262,323,81.11455108359134,117,725,842,365,207,71,329,442,2028
Mario Kasun,2.0,2005 - 2006,C,73,569,78,167,46.706586826347305,0,1,0.0,78,166,46.98795180722892,46.706586826347305,42,66,63.63636363636363,76,112,188,11,10,16,41,155,198
Mario West,4.0,2008 - 2011,SG,186,868,62,142,43.66197183098591,2,12,16.666666666666664,60,130,46.15384615384615,44.36619718309859,41,76,53.94736842105263,62,89,151,54,48,8,32,143,167
Mark Acres,6.0,1988 - 1993,C,394,6142,528,1043,50.62320230105465,7,14,50.0,521,1029,50.63168124392614,50.95877277085331,317,481,65.9043659043659,595,967,1562,182,138,105,241,965,1380
Mark Aguirre,13.0,1982 - 1994,SF,1025,30688,7897,16300,48.4478527607362,437,1400,31.214285714285715,7460,14900,50.06711409395973,49.78834355828221,3974,5361,74.12796120126842,1885,3230,5115,3133,758,318,2504,2880,20205
Mark Alarie,5.0,1987 - 1991,PF,329,5545,1047,2201,47.56928668786915,35,137,25.547445255474454,1012,2064,49.031007751937985,48.36437982735121,326,420,77.61904761904762,438,688,1126,364,134,111,313,721,2455
Mark Blount,9.0,2001 - 2009,C,627,14352,2055,4086,50.293685756240826,37,103,35.92233009708738,2018,3983,50.66532764248054,50.746451297112095,887,1228,72.23127035830619,923,1947,2870,521,346,526,956,1604,5034
Mark Bradtke,1.0,1997 - 1997,C,36,251,25,58,43.103448275862064,0,0,,25,58,43.103448275862064,43.103448275862064,9,13,69.23076923076923,26,42,68,7,5,5,9,34,59
Mark Bryant,15.0,1989 - 2003,PF,876,14446,1852,3722,49.758194519075765,1,14,7.142857142857142,1851,3708,49.919093851132686,49.77162815690489,886,1267,69.92896606156275,1199,1987,3186,505,347,209,705,2175,4591
Mark Davis,6.0,1989 - 2000,SF,263,3939,522,1173,44.50127877237852,29,124,23.387096774193548,493,1049,46.99714013346044,45.73742540494459,315,472,66.73728813559322,307,427,734,308,213,80,336,520,1388
Mark Eaton,11.0,1983 - 1993,C,949,27464,2252,4894,46.01552921945239,0,2,0.0,2252,4892,46.03434178250204,46.01552921945239,1166,1800,64.77777777777777,2026,5470,7496,892,403,3274,1374,3205,5670
Mark Hendrickson,4.0,1997 - 2000,PF,114,1508,134,322,41.61490683229814,3,18,16.666666666666664,131,304,43.09210526315789,42.08074534161491,110,137,80.2919708029197,98,218,316,63,50,15,63,139,381
Mark Jackson,17.0,1988 - 2004,PG,1427,42897,5231,11744,44.54189373297003,831,2494,33.319967923015234,4400,9250,47.56756756756757,48.079870572207085,2381,3091,77.03008735037204,1394,4046,5440,11239,1739,125,3447,2455,13674
Mark Jones,2.0,1984 - 2005,PG,16,132,12,37,32.432432432432435,0,5,0.0,12,32,37.5,32.432432432432435,6,12,50.0,8,7,15,11,5,2,5,18,30
Mark Macon,6.0,1992 - 1999,SG,251,5018,694,1806,38.42746400885936,34,126,26.984126984126984,660,1680,39.285714285714285,39.3687707641196,263,358,73.46368715083798,173,294,467,428,349,20,323,587,1685
Mark Madsen,9.0,2001 - 2009,C,502,5784,412,911,45.225027442371015,1,18,5.555555555555555,411,893,46.02463605823068,45.27991218441274,235,452,51.991150442477874,607,648,1255,199,124,110,224,946,1060
Mark McNamara,8.0,1983 - 1991,C,286,2723,367,716,51.25698324022346,0,0,,367,716,51.25698324022346,51.25698324022346,257,469,54.79744136460555,345,486,831,77,35,39,223,375,991
Mark Pope,6.0,1998 - 2005,PF,166,1722,125,305,40.98360655737705,10,58,17.24137931034483,115,247,46.558704453441294,42.62295081967213,44,76,57.89473684210527,99,179,278,66,35,45,48,256,304
Mark Price,12.0,1987 - 1998,PG,769,23251,4219,8948,47.150201162270896,1032,2594,39.784117193523514,3187,6354,50.1573811772112,52.91685292802861,2337,2576,90.722049689441,430,1542,1972,5190,924,81,1948,1045,11807
Mark Radford,2.0,1982 - 1983,SG,97,808,138,272,50.73529411764706,6,21,28.57142857142857,132,251,52.589641434262944,51.83823529411765,65,142,45.774647887323944,25,51,76,161,50,6,116,143,347
Mark Randall,4.0,1992 - 1995,PF,129,889,128,290,44.13793103448276,6,39,15.384615384615385,122,251,48.60557768924303,45.17241379310345,70,97,72.16494845360825,80,85,165,56,24,9,54,96,332
Mark Strickland,8.0,1995 - 2003,SF,291,3477,549,1123,48.88691006233304,2,9,22.22222222222222,547,1114,49.10233393177738,48.975957257346394,204,309,66.01941747572816,271,513,784,103,83,111,167,325,1304
Mark Wade,2.0,1988 - 1990,PG,12,126,3,20,15.0,0,2,0.0,3,18,16.666666666666664,15.0,2,4,50.0,3,12,15,36,7,1,13,13,8
Mark West,17.0,1984 - 2000,C,1185,21968,2729,4711,57.9282530248355,0,4,0.0,2729,4707,57.97748034841725,57.9282530248355,1297,2280,56.885964912280706,1937,3832,5769,464,350,1522,1289,3429,6755
Markel Brown,3.0,2015 - 2018,SG,115,1804,207,544,38.05147058823529,56,192,29.166666666666668,151,352,42.89772727272727,43.19852941176471,120,153,78.43137254901961,42,194,236,133,69,27,85,157,590
Markelle Fultz,2.0,2018 - 2019,SG,36,703,111,273,40.65934065934066,4,15,26.666666666666668,107,258,41.47286821705426,41.39194139194139,34,62,54.83870967741935,37,79,116,117,31,9,43,78,260
Markieff Morris,8.0,2012 - 2019,PF,598,15593,2691,6006,44.8051948051948,457,1356,33.70206489675516,2234,4650,48.04301075268817,48.60972360972361,1103,1415,77.95053003533569,797,2516,3313,1012,535,354,963,1762,6942
Marko Jaric,7.0,2003 - 2009,PG,447,11246,1190,2944,40.421195652173914,289,840,34.404761904761905,901,2104,42.82319391634981,45.32948369565217,524,718,72.98050139275766,274,926,1200,1600,583,128,708,967,3193
Marko Milic,2.0,1998 - 1999,SG,46,220,49,87,56.32183908045977,3,7,42.857142857142854,46,80,57.49999999999999,58.04597701149425,11,17,64.70588235294117,13,18,31,14,14,1,27,25,112
Marlon Garnett,1.0,1999 - 1999,PG,24,205,15,51,29.411764705882355,6,23,26.08695652173913,9,28,32.142857142857146,35.294117647058826,15,20,75.0,3,18,21,18,5,1,12,18,51
Marlon Maxey,2.0,1993 - 1994,PF,98,1146,182,336,54.166666666666664,0,3,0.0,182,333,54.65465465465466,54.166666666666664,115,168,68.45238095238095,141,222,363,22,27,51,78,188,479
Marques Bragg,1.0,1996 - 1996,PF,53,369,54,120,45.0,0,0,,54,120,45.0,45.0,23,41,56.09756097560976,38,41,79,8,17,8,26,71,131
Marquese Chriss,3.0,2017 - 2019,PF,197,3769,553,1289,42.901474010861136,144,486,29.629629629629626,409,803,50.93399750933998,48.48719937936385,241,384,62.760416666666664,212,673,885,165,135,151,251,549,1491
Marquis Daniels,10.0,2004 - 2013,SG,613,12440,1877,4167,45.04439644828413,108,463,23.326133909287257,1769,3704,47.759179265658744,46.340292776577876,735,1018,72.20039292730844,562,1100,1662,1029,533,145,690,957,4597
Marquis Teague,3.0,2013 - 2018,PG,99,981,90,265,33.9622641509434,10,50,20.0,80,215,37.2093023255814,35.84905660377358,37,56,66.07142857142857,5,88,93,146,25,13,79,108,227
Marreese Speights,10.0,2009 - 2018,C,765,11224,2301,5043,45.627602617489586,257,714,35.99439775910364,2044,4329,47.216447216447214,48.17568907396391,1053,1334,78.93553223388305,1000,2027,3027,485,203,378,648,1668,5912
Marshall Plumlee,2.0,2017 - 2018,C,29,222,17,33,51.515151515151516,0,0,,17,33,51.515151515151516,51.515151515151516,20,35,57.14285714285714,27,41,68,12,4,5,15,33,54
Martell Webster,10.0,2006 - 2015,SF,598,14265,1734,4157,41.712773634832814,801,2111,37.944102321174796,933,2046,45.60117302052786,51.34712533076738,890,1132,78.62190812720848,363,1499,1862,597,308,168,543,1082,5159
Martin Lewis,2.0,1996 - 1997,SF,25,239,35,74,47.2972972972973,3,10,30.0,32,64,50.0,49.32432432432432,16,27,59.25925925925925,19,16,35,7,9,5,15,29,89
Martin Muursepp,2.0,1997 - 1998,PF,83,951,137,322,42.54658385093168,20,62,32.25806451612903,117,260,45.0,45.65217391304348,95,137,69.34306569343066,81,100,181,50,41,25,47,154,389
Martin Nessley,1.0,1988 - 1988,C,44,336,20,52,38.46153846153847,0,0,,20,52,38.46153846153847,38.46153846153847,8,18,44.44444444444444,23,59,82,16,8,12,23,89,48
Marty Conlon,9.0,1992 - 2000,C,383,6363,970,1950,49.743589743589745,15,75,20.0,955,1875,50.93333333333333,50.128205128205124,508,691,73.51664254703329,499,816,1315,381,149,74,419,691,2463
Martynas Andriuskevicius,1.0,2006 - 2006,C,6,9,0,1,0.0,0,0,,0,1,0.0,0.0,0,0,,1,3,4,0,2,0,0,1,0
Marvin Bagley,1.0,2019 - 2019,PF,62,1567,356,706,50.42492917847026,30,96,31.25,326,610,53.442622950819676,52.54957507082153,181,262,69.08396946564885,162,309,471,62,33,59,98,120,923
Marvin Williams,14.0,2006 - 2019,PF,1063,30260,3926,8923,43.998655160820356,1009,2790,36.16487455197132,2917,6133,47.56236751997391,49.65258321192424,2103,2604,80.76036866359448,1305,4266,5571,1349,819,569,1029,2139,10964
Mason Plumlee,6.0,2014 - 2019,C,498,10889,1602,2833,56.54782915637134,2,27,7.4074074074074066,1600,2806,57.02066999287242,56.583127426756086,894,1586,56.36822194199244,986,2152,3138,1086,380,472,737,1369,4100
Mateen Cleaves,6.0,2001 - 2006,PG,167,1863,233,599,38.898163606010016,12,45,26.666666666666668,221,554,39.891696750902526,39.89983305509182,131,180,72.77777777777777,33,142,175,310,67,5,201,213,609
Matt Barnes,14.0,2004 - 2017,SF,1024,24114,3021,6972,43.33046471600689,1066,3214,33.16739265712508,1955,3758,52.022352315061205,50.97532989099254,1119,1501,74.55029980013325,1178,3493,4671,1823,799,474,1277,2617,8227
Matt Bonner,12.0,2005 - 2016,PF,886,14390,1839,3992,46.067134268537075,846,2061,41.04803493449782,993,1931,51.42413257379596,56.66332665330661,367,469,78.25159914712152,657,1870,2527,587,301,230,320,1442,4891
Matt Bullard,11.0,1991 - 2002,PF,650,9244,1253,3002,41.73884077281812,626,1620,38.641975308641975,627,1382,45.36903039073806,52.16522318454364,259,336,77.08333333333334,288,984,1272,554,192,128,330,804,3391
Matt Carroll,10.0,2004 - 2013,SG,464,7609,1032,2499,41.29651860744298,344,896,38.392857142857146,688,1603,42.919525888958205,48.17927170868347,609,724,84.11602209944752,147,719,866,313,223,60,298,705,3017
Matt Costello,1.0,2018 - 2018,C,4,32,2,4,50.0,0,0,,2,4,50.0,50.0,0,0,,1,8,9,2,2,2,1,7,4
Matt Fish,3.0,1995 - 1997,C,50,512,71,142,50.0,0,1,0.0,71,141,50.35460992907801,50.0,35,56,62.5,43,67,110,25,19,14,33,91,177
Matt Freije,2.0,2005 - 2007,PF,42,588,53,181,29.2817679558011,17,76,22.36842105263158,36,105,34.285714285714285,33.97790055248619,10,14,71.42857142857143,24,61,85,27,16,3,20,53,133
Matt Geiger,10.0,1993 - 2002,C,589,12752,2126,4269,49.800890138205666,16,70,22.857142857142858,2110,4199,50.25005953798524,49.98828765518857,1016,1387,73.25162220620042,1209,2085,3294,406,324,356,770,1719,5284
Matt Harpring,11.0,1999 - 2009,SF,713,18632,3062,6386,47.948637644848105,161,494,32.59109311740891,2901,5892,49.23625254582485,49.209207641716254,1779,2359,75.41331072488342,1363,2201,3564,961,524,121,1053,1880,8064
Matt Maloney,6.0,1997 - 2003,PG,316,8161,854,2103,40.60865430337613,447,1201,37.218984179850125,407,902,45.1219512195122,51.23632905373277,234,296,79.05405405405406,63,464,527,920,252,19,423,418,2389
Matt Othick,1.0,1993 - 1993,PG,4,39,3,5,60.0,2,4,50.0,1,1,100.0,80.0,0,2,0.0,1,1,2,7,1,0,4,7,8
Matt Steigenga,1.0,1997 - 1997,SF,2,12,1,4,25.0,0,2,0.0,1,2,50.0,25.0,1,2,50.0,0,3,3,2,1,1,2,1,3
Matt Walsh,1.0,2006 - 2006,SG,2,3,1,1,100.0,0,0,,1,1,100.0,100.0,0,2,0.0,0,0,0,0,0,0,1,0,2
Matt Wenstrom,1.0,1994 - 1994,C,11,37,6,10,60.0,0,0,,6,10,60.0,60.0,6,10,60.0,6,6,12,0,0,2,4,7,18
Matt Williams,1.0,2018 - 2018,SG,3,11,2,6,33.33333333333333,1,5,20.0,1,1,100.0,41.66666666666667,0,0,,0,1,1,0,0,0,1,1,5
Matthew Dellavedova,6.0,2014 - 2019,PG,429,9003,894,2305,38.78524945770065,415,1116,37.18637992831541,479,1189,40.28595458368377,47.78741865509761,326,395,82.53164556962025,159,613,772,1548,195,19,549,840,2529
Maurice Ager,4.0,2007 - 2011,SG,85,529,69,198,34.84848484848485,13,47,27.659574468085108,56,151,37.086092715231786,38.131313131313135,33,59,55.932203389830505,9,40,49,19,6,6,29,68,184
Maurice Baker,1.0,2005 - 2005,PG,5,19,0,1,0.0,0,0,,0,1,0.0,0.0,0,0,,1,1,2,1,1,0,1,3,0
Maurice Carter,1.0,2004 - 2004,SG,11,112,11,36,30.555555555555557,4,11,36.36363636363637,7,25,28.000000000000004,36.11111111111111,16,20,80.0,2,9,11,4,0,0,9,10,42
Maurice Evans,9.0,2002 - 2012,SG,618,11852,1535,3468,44.26182237600923,466,1274,36.57770800627944,1069,2194,48.723792160437554,50.98039215686274,490,625,78.4,589,878,1467,448,322,93,298,1036,4026
Maurice Harkless,7.0,2013 - 2019,SF,492,11381,1456,3082,47.24205061648281,309,961,32.154006243496355,1147,2121,54.07826496935407,52.255029201817,436,712,61.23595505617978,610,1224,1834,451,481,331,428,1010,3657
Maurice Martin,2.0,1987 - 1988,SF,75,485,87,230,37.826086956521735,4,21,19.047619047619047,83,209,39.71291866028708,38.69565217391304,64,105,60.952380952380956,29,46,75,59,19,11,49,82,242
Maurice Ndour,1.0,2017 - 2017,PF,32,331,39,86,45.348837209302324,1,7,14.285714285714285,38,79,48.10126582278481,45.93023255813954,19,26,73.07692307692307,22,42,64,8,15,8,12,30,98
Maurice Taylor,9.0,1998 - 2007,PF,539,13439,2489,5336,46.64542728635682,5,33,15.151515151515152,2484,5303,46.841410522345846,46.692278860569715,955,1341,71.21551081282624,796,1672,2468,628,246,260,980,1623,5938
Maxi Kleber,2.0,2018 - 2019,PF,143,2708,326,695,46.906474820143885,117,346,33.81502890173411,209,349,59.885386819484246,55.32374100719425,102,133,76.69172932330827,161,402,563,121,62,125,84,257,871
McKinley Singleton,1.0,1987 - 1987,PG,2,10,2,3,66.66666666666666,0,1,0.0,2,2,100.0,66.66666666666666,0,0,,0,0,0,1,0,0,0,1,4
Mehmet Okur,10.0,2003 - 2012,C,705,20105,3235,7114,45.47371380376722,651,1742,37.37083811710677,2584,5372,48.10126582278481,50.049198763002536,2016,2546,79.18303220738413,1375,3477,4852,1167,378,499,1066,1982,9137
Mel Bennett,2.0,1981 - 1982,PF,31,336,28,64,43.75,0,2,0.0,28,62,45.16129032258064,43.75,54,87,62.06896551724138,34,62,96,15,4,11,35,58,110
Mel McCants,1.0,1990 - 1990,SF,15,70,8,26,30.76923076923077,0,0,,8,26,30.76923076923077,30.76923076923077,6,8,75.0,1,5,6,2,3,1,1,12,22
Melvin Booker,2.0,1996 - 1997,PG,32,561,62,155,40.0,15,56,26.785714285714285,47,99,47.474747474747474,44.83870967741935,27,31,87.09677419354838,8,30,38,74,8,3,39,46,166
Melvin Ely,9.0,2003 - 2014,C,382,6064,787,1717,45.835760046592895,0,3,0.0,787,1714,45.915985997666276,45.835760046592895,433,692,62.57225433526011,453,773,1226,262,99,209,396,778,2007
Melvin Frazier,1.0,2019 - 2019,SG,10,44,7,21,33.33333333333333,0,6,0.0,7,15,46.666666666666664,33.33333333333333,1,4,25.0,3,2,5,1,1,0,1,6,15
Melvin Newbern,1.0,1993 - 1993,SG,33,311,42,113,37.16814159292036,1,8,12.5,41,105,39.04761904761905,37.610619469026545,34,60,56.666666666666664,19,18,37,57,23,1,32,42,119
Melvin Sanders,1.0,2006 - 2006,SG,16,113,16,33,48.484848484848484,2,3,66.66666666666666,14,30,46.666666666666664,51.515151515151516,7,10,70.0,4,19,23,3,5,0,8,20,41
Melvin Turpin,5.0,1985 - 1990,C,372,6947,1312,2541,51.633215269578905,1,9,11.11111111111111,1311,2532,51.77725118483413,51.652892561983464,479,617,77.63371150729336,581,1088,1669,185,160,353,438,861,3104
Mengke Bateer,3.0,2002 - 2004,C,46,494,61,156,39.1025641025641,5,15,33.33333333333333,56,141,39.71631205673759,40.705128205128204,29,39,74.35897435897436,39,75,114,27,11,5,40,118,156
Metta World Peace,17.0,2000 - 2017,SF,1076,34575,5097,12374,41.191207370292545,1282,3817,33.586586324338484,3815,8557,44.58338202641113,46.37142395345079,2762,3862,71.51734852408079,1279,3577,4856,2865,1852,578,1932,2830,14238
Meyers Leonard,7.0,2013 - 2019,C,407,6249,855,1778,48.087739032620924,281,720,39.02777777777778,574,1058,54.25330812854442,55.98987626546682,241,292,82.53424657534246,299,1218,1517,344,71,114,275,877,2232
Michael Adams,11.0,1986 - 1996,PG,673,21125,3342,8079,41.36650575566283,984,2964,33.198380566801625,2358,5115,46.09970674486804,47.456368362421095,2209,2603,84.86361890126777,430,1537,1967,4312,1113,69,1446,1234,9877
Michael Anderson,1.0,1989 - 1989,PG,36,730,73,175,41.714285714285715,1,7,14.285714285714285,72,168,42.857142857142854,42.0,57,82,69.51219512195121,44,45,89,153,44,3,84,64,204
Michael Ansley,3.0,1990 - 1992,SF,149,2143,383,746,51.34048257372654,0,0,,383,746,51.34048257372654,51.34048257372654,260,360,72.22222222222221,311,310,621,67,51,24,85,284,1026
Michael Beasley,11.0,2009 - 2019,PF,634,14367,3178,6857,46.34679889164357,301,861,34.959349593495936,2877,5996,47.981987991994664,48.54163628408925,1128,1490,75.70469798657719,692,2283,2975,804,353,322,1059,1337,7785
Michael Bradley,5.0,2002 - 2006,PF,174,2019,218,457,47.70240700218819,2,14,14.285714285714285,216,443,48.75846501128668,47.921225382932164,45,88,51.13636363636363,223,369,592,94,25,47,113,201,483
Michael Brooks,6.0,1981 - 1988,SF,323,9383,1674,3448,48.54988399071926,6,35,17.142857142857142,1668,3413,48.87196015235863,48.6368909512761,735,1029,71.42857142857143,827,1178,2005,820,387,124,638,982,4089
Michael Cage,15.0,1985 - 2000,C,1193,30821,3430,6661,51.49376970424861,0,27,0.0,3430,6634,51.703346397347005,51.49376970424861,1679,2547,65.92069100903024,3354,5594,8948,1087,1087,759,1200,2701,8539
Michael Carter-Williams,6.0,2014 - 2019,PG,326,8509,1315,3279,40.103690149435806,145,583,24.871355060034304,1170,2696,43.397626112759646,42.31473010064044,738,1055,69.95260663507109,295,1163,1458,1498,432,182,813,811,3513
Michael Curry,11.0,1994 - 2005,SG,703,13891,1155,2575,44.85436893203884,87,289,30.103806228373703,1068,2286,46.71916010498688,46.543689320388346,743,903,82.281284606866,204,882,1086,840,348,71,473,1609,3140
Michael Dickerson,5.0,1999 - 2003,SG,216,7572,1225,2846,43.042867182009836,291,725,40.13793103448276,934,2121,44.035832154644034,48.155305692199576,533,681,78.26725403817915,180,433,613,556,215,88,409,559,3274
Michael Doleac,10.0,1999 - 2008,C,618,9064,1276,2911,43.83373411198901,1,9,11.11111111111111,1275,2902,43.935217091660924,43.850910340089314,400,505,79.20792079207921,601,1423,2024,347,205,211,388,1364,2953
Michael Finley,15.0,1996 - 2010,SF,1232,41903,7245,16409,44.15259918337498,1654,4395,37.63367463026166,5591,12014,46.53737306475778,49.192516302029375,2687,3294,81.5725561627201,1205,4055,5260,3474,1096,355,1753,2029,18831
Michael Gbinije,1.0,2017 - 2017,SG,9,32,1,10,10.0,0,4,0.0,1,6,16.666666666666664,10.0,2,2,100.0,2,1,3,2,0,0,0,2,4
Michael Hawkins,4.0,1997 - 2001,PG,77,651,49,131,37.404580152671755,18,60,30.0,31,71,43.66197183098591,44.274809160305345,18,22,81.81818181818183,21,47,68,117,21,2,50,70,134
Michael Jackson,3.0,1988 - 1990,PG,89,888,76,206,36.89320388349515,9,33,27.27272727272727,67,173,38.72832369942196,39.07766990291262,27,40,67.5,20,50,70,198,28,5,66,96,188
Michael Jordan,15.0,1985 - 2003,SG,1251,48485,14380,29034,49.528139422745745,729,2224,32.77877697841727,13651,26810,50.91756807161507,50.78356409726528,8790,10538,83.41241222243309,1973,5851,7824,6655,2890,1051,3470,3324,38279
Michael Kidd-Gilchrist,7.0,2013 - 2019,SF,425,10788,1454,3046,47.73473407747866,23,84,27.380952380952383,1431,2962,48.311951384199865,48.11227839789888,793,1112,71.31294964028777,697,1682,2379,507,294,300,392,932,3724
Michael McDonald,1.0,1998 - 1998,C,1,4,0,0,,0,0,,0,0,,,0,0,,1,0,1,0,0,0,2,1,0
Michael Olowokandi,9.0,1999 - 2007,C,515,13353,1800,4146,43.41534008683068,0,1,0.0,1800,4145,43.42581423401688,43.41534008683068,566,944,59.95762711864406,967,2499,3466,329,228,708,915,1568,4166
Michael Phelps,3.0,1986 - 1988,SG,132,1372,195,469,41.57782515991471,2,22,9.090909090909092,193,447,43.17673378076063,41.7910447761194,78,122,63.934426229508205,45,96,141,138,71,3,96,147,470
Michael Redd,12.0,2001 - 2012,SG,645,20609,4306,9624,44.74231088944306,1061,2798,37.91994281629735,3245,6826,47.538822150600645,50.254571903574394,2583,3079,83.89087366027931,653,1831,2484,1370,585,67,999,1044,12256
Michael Ruffin,9.0,2000 - 2009,PF,434,6225,267,650,41.07692307692308,0,4,0.0,267,646,41.3312693498452,41.07692307692308,210,456,46.05263157894737,758,941,1699,263,206,198,280,988,744
Michael Smith,9.0,1990 - 2001,PF,518,10253,1037,2003,51.772341487768344,10,68,14.705882352941178,1027,1935,53.0749354005168,52.02196704942587,612,1060,57.73584905660377,1029,1912,2941,745,323,206,532,1038,2696
Michael Stewart,8.0,1998 - 2005,C,290,3317,248,559,44.364937388193205,0,0,,248,559,44.364937388193205,44.364937388193205,131,251,52.191235059760956,350,561,911,88,56,279,143,561,627
Michael Wiley,2.0,1981 - 1982,PF,97,1289,279,498,56.024096385542165,0,7,0.0,279,491,56.82281059063137,56.024096385542165,136,191,71.20418848167539,89,157,246,63,48,22,99,167,694
Michael Wilson,3.0,1984 - 1987,PG,32,338,39,89,43.82022471910113,0,1,0.0,39,88,44.31818181818182,43.82022471910113,30,40,75.0,16,20,36,45,15,5,28,36,108
Michael Young,3.0,1985 - 1990,SF,52,475,95,206,46.116504854368934,8,27,29.629629629629626,87,179,48.60335195530726,48.05825242718447,27,38,71.05263157894737,38,51,89,24,25,3,15,47,225
Micheal Williams,10.0,1989 - 1999,PG,429,10756,1524,3293,46.27998785302156,52,223,23.318385650224215,1472,3070,47.94788273615635,47.06954145156392,1608,1854,86.73139158576052,311,774,1085,2464,744,96,960,1123,4708
Mickael Gelabale,3.0,2007 - 2013,SF,145,2348,263,560,46.964285714285715,43,136,31.61764705882353,220,424,51.886792452830186,50.80357142857142,101,124,81.45161290322581,107,223,330,115,50,35,92,186,670
Mickael Pietrus,10.0,2004 - 2013,SF,626,13452,1785,4197,42.53037884203002,763,2148,35.52141527001862,1022,2049,49.87798926305515,51.62020490826781,801,1200,66.75,486,1402,1888,477,417,263,620,1456,5134
Mickell Gladness,1.0,2012 - 2012,PF,26,252,25,59,42.3728813559322,0,0,,25,59,42.3728813559322,42.3728813559322,6,12,50.0,14,44,58,5,4,20,7,32,56
Mickey Dillard,1.0,1982 - 1982,PG,33,221,29,79,36.708860759493675,0,4,0.0,29,75,38.666666666666664,36.708860759493675,15,23,65.21739130434783,6,9,15,34,8,2,17,40,73
Mikal Bridges,1.0,2019 - 2019,SF,82,2417,242,563,42.98401420959148,105,313,33.54632587859425,137,250,54.800000000000004,52.30905861456483,95,118,80.50847457627118,56,208,264,173,129,38,70,201,684
Mike Batiste,1.0,2003 - 2003,PF,75,1248,197,467,42.184154175588866,18,81,22.22222222222222,179,386,46.373056994818654,44.11134903640257,69,88,78.4090909090909,82,175,257,52,42,16,69,120,481
Mike Bibby,14.0,1999 - 2012,PG,1106,37446,5876,13554,43.35251586247602,1662,4390,37.85876993166287,4214,9164,45.98428633784374,49.48354729231223,2608,3246,80.34504004929144,593,2840,3433,5937,1283,174,2325,2169,16022
Mike Brittain,2.0,1986 - 1987,C,39,250,27,54,50.0,0,0,,27,54,50.0,50.0,11,21,52.38095238095239,13,41,54,7,4,13,22,57,65
Mike Brown,11.0,1987 - 1997,C,670,11664,1205,2655,45.38606403013183,1,8,12.5,1204,2647,45.485455232338495,45.40489642184558,960,1376,69.76744186046511,987,1938,2925,447,261,174,683,1481,3371
Mike Champion,1.0,1989 - 1989,SF,2,4,0,3,0.0,0,1,0.0,0,2,0.0,0.0,0,0,,0,0,0,0,0,0,1,2,0
Mike Conley,12.0,2008 - 2019,PG,844,27793,4503,10260,43.888888888888886,1156,3115,37.1107544141252,3347,7145,46.84394681595521,49.5224171539961,2496,3057,81.648675171737,369,2163,2532,4886,1242,174,1705,1675,12658
Mike Davis,1.0,1983 - 1983,PF,9,29,4,10,40.0,0,0,,4,10,40.0,40.0,6,10,60.0,3,7,10,0,0,4,0,4,14
Mike Gibson,2.0,1984 - 1986,PF,64,390,41,106,38.67924528301887,0,0,,41,106,38.67924528301887,38.67924528301887,19,28,67.85714285714286,44,62,106,14,13,11,20,65,101
Mike Gminski,14.0,1981 - 1994,C,973,24975,4356,9352,46.57827202737382,6,54,11.11111111111111,4350,9298,46.78425467842547,46.61035072711719,2628,3124,84.12291933418695,2137,4536,6673,1232,529,1046,1416,1646,11346
Mike Hall,1.0,2007 - 2007,SF,2,13,1,4,25.0,0,0,,1,4,25.0,25.0,0,0,,1,1,2,1,0,0,0,1,2
Mike Harper,2.0,1981 - 1982,PF,124,1900,241,507,47.53451676528599,0,4,0.0,241,503,47.912524850894634,47.53451676528599,134,239,56.06694560669456,155,278,433,71,78,102,124,302,616
Mike Harris,4.0,2008 - 2014,PF,57,505,71,153,46.40522875816993,0,5,0.0,71,148,47.97297297297297,46.40522875816993,44,57,77.19298245614034,52,66,118,12,27,12,30,68,186
Mike Higgins,2.0,1990 - 1991,SF,18,111,9,18,50.0,0,0,,9,18,50.0,50.0,12,17,70.58823529411765,6,3,9,5,2,4,5,21,30
Mike Holton,6.0,1985 - 1990,PG,334,5934,809,1839,43.99129961935835,28,114,24.561403508771928,781,1725,45.27536231884058,44.75258292550299,400,495,80.8080808080808,132,335,467,992,210,30,413,592,2046
