ID,Year,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
humphkr01,2016,Kris Humphries,PF,30,ATL,4,0,56,13,28,.464,5,10,.500,8,18,.444,.554,6,6,1.000,8,16,24,4,2,5,2,9,37
hunterj01,2016,R.J. Hunter,SG,22,BOS,5,0,41,2,9,.222,1,5,.200,1,4,.250,.278,0,0,,1,5,6,3,0,1,1,3,5
ibakase01,2016,Serge Ibaka,PF,26,OKC,18,18,602,85,163,.521,31,69,.449,54,94,.574,.617,15,20,.750,23,90,113,10,14,24,9,51,216
iguodan01,2016,Andre Iguodala,SF,32,GSW,24,3,767,78,164,.476,25,65,.385,53,99,.535,.552,32,57,.561,35,70,105,90,29,10,23,37,213
irvinky01,2016,Kyrie Irving,PG,23,CLE,21,21,774,201,423,.475,51,116,.440,150,307,.489,.535,77,88,.875,15,47,62,98,36,13,48,46,530
jacksre01,2016,Reggie Jackson,PG,25,DET,4,4,147,25,55,.455,3,18,.167,22,37,.595,.482,4,4,1.000,2,11,13,37,6,2,10,10,57
jamesle01,2016,LeBron James,SF,31,CLE,21,21,822,219,417,.525,32,94,.340,187,323,.579,.564,82,124,.661,42,158,200,160,49,27,75,54,552
jeffeal01,2016,Al Jefferson,C,31,CHO,7,5,168,42,83,.506,0,0,,42,83,.506,.506,9,13,.692,14,29,43,8,4,3,6,12,93
jefferi01,2016,Richard Jefferson,SF,35,CLE,21,2,381,44,84,.524,11,28,.393,33,56,.589,.589,15,20,.750,16,58,74,14,10,1,13,34,114
jerebjo01,2016,Jonas Jerebko,PF,28,BOS,6,4,162,22,46,.478,7,22,.318,15,24,.625,.554,4,5,.800,7,34,41,10,2,4,5,15,55
johnsam01,2016,Amir Johnson,PF,28,BOS,6,6,134,22,33,.667,0,2,.000,22,31,.710,.667,7,9,.778,11,32,43,4,1,8,10,13,51
johnsja01,2016,James Johnson,PF,28,TOR,10,0,98,12,25,.480,4,9,.444,8,16,.500,.560,2,3,.667,3,12,15,6,3,0,7,13,30
johnsjo02,2016,Joe Johnson,SF,34,MIA,14,14,492,68,158,.430,13,46,.283,55,112,.491,.472,21,24,.875,7,59,66,35,8,3,18,27,170
johnsst04,2016,Stanley Johnson,SF,19,DET,4,0,81,12,23,.522,6,10,.600,6,13,.462,.652,2,2,1.000,0,16,16,0,1,0,3,10,32
johnsty01,2016,Tyler Johnson,SG,23,MIA,5,0,61,5,11,.455,3,6,.500,2,5,.400,.591,8,11,.727,2,5,7,8,1,0,2,8,21
johnswe01,2016,Wesley Johnson,SF,28,LAC,6,0,77,5,14,.357,3,9,.333,2,5,.400,.464,3,3,1.000,5,13,18,2,1,4,2,6,16
jonesda02,2016,Dahntay Jones,SF,35,CLE,15,0,50,6,13,.462,1,3,.333,5,10,.500,.500,4,5,.800,0,7,7,2,1,1,1,3,17
jonesja02,2016,James Jones,SF,35,CLE,12,0,55,2,10,.200,1,7,.143,1,3,.333,.250,1,4,.250,1,3,4,3,0,0,1,3,6
jordade01,2016,DeAndre Jordan,C,27,LAC,6,6,198,24,38,.632,0,0,,24,38,.632,.632,22,59,.373,30,68,98,11,7,16,7,17,70
josepco01,2016,Cory Joseph,SG,24,TOR,20,0,452,69,148,.466,8,24,.333,61,124,.492,.493,24,32,.750,11,30,41,47,18,2,22,47,170
kamanch01,2016,Chris Kaman,C,33,POR,4,0,32,7,18,.389,0,0,,7,18,.389,.389,0,0,,2,6,8,1,2,0,6,10,14
kaminfr01,2016,Frank Kaminsky,C,22,CHO,7,5,190,14,46,.304,5,17,.294,9,29,.310,.359,17,21,.810,3,27,30,8,6,5,2,15,50
kanteen01,2016,Enes Kanter,C,23,OKC,18,0,323,65,118,.551,2,14,.143,63,104,.606,.559,38,45,.844,47,64,111,5,5,11,17,40,170
korveky01,2016,Kyle Korver,SG,34,ATL,10,8,316,35,75,.467,24,54,.444,11,21,.524,.627,9,9,1.000,3,45,48,10,9,4,8,23,103
lambje01,2016,Jeremy Lamb,SG,23,CHO,3,0,12,5,9,.556,1,1,1.000,4,8,.500,.611,0,0,,1,3,4,1,0,0,0,0,11
lawsoty01,2016,Ty Lawson,PG,28,IND,7,0,74,6,18,.333,0,3,.000,6,15,.400,.333,4,6,.667,1,6,7,10,3,0,6,8,16
leeco01,2016,Courtney Lee,SG,30,CHO,7,7,257,21,51,.412,4,9,.444,17,42,.405,.451,14,15,.933,5,15,20,9,6,3,5,19,60
leeda02,2016,David Lee,PF,32,DAL,2,0,33,6,8,.750,0,0,,6,8,.750,.750,0,0,,1,5,6,1,0,0,0,7,12
leonaka01,2016,Kawhi Leonard,SF,24,SAS,10,10,339,83,166,.500,17,39,.436,66,127,.520,.551,42,51,.824,14,49,63,28,26,14,16,21,225
lillada01,2016,Damian Lillard,PG,25,POR,11,11,437,89,242,.368,42,107,.393,47,135,.348,.455,71,78,.910,12,35,47,69,14,3,33,23,291
linje01,2016,Jeremy Lin,SG,27,CHO,7,0,189,26,63,.413,3,14,.214,23,49,.469,.437,32,39,.821,3,13,16,18,5,0,11,21,87
livinsh01,2016,Shaun Livingston,PG,30,GSW,24,7,514,82,168,.488,0,1,.000,82,167,.491,.488,32,37,.865,13,63,76,80,12,5,29,48,196
loveke01,2016,Kevin Love,PF,27,CLE,20,19,613,92,239,.385,46,111,.414,46,128,.359,.481,63,75,.840,34,141,175,42,9,8,27,34,293
lowryky01,2016,Kyle Lowry,PG,29,TOR,20,20,766,131,330,.397,42,138,.304,89,192,.464,.461,78,104,.750,18,76,94,119,32,3,63,73,382
mahinia01,2016,Ian Mahinmi,C,29,IND,7,7,172,21,42,.500,0,0,,21,42,.500,.500,15,25,.600,12,24,36,8,5,6,14,25,57
marjabo01,2016,Boban Marjanovic,C,27,SAS,7,0,42,8,12,.667,0,0,,8,12,.667,.667,8,9,.889,4,10,14,3,0,2,3,10,24
martija01,2016,Jarell Martin,PF,21,MEM,2,0,46,3,8,.375,0,0,,3,8,.375,.375,3,6,.500,4,3,7,1,3,0,3,4,9
martike02,2016,Kevin Martin,SG,32,SAS,5,0,49,8,20,.400,4,8,.500,4,12,.333,.500,2,3,.667,0,4,4,3,1,0,6,5,22
matthwe02,2016,Wesley Matthews,SF,29,DAL,5,5,173,20,60,.333,10,35,.286,10,25,.400,.417,15,19,.789,4,14,18,6,6,0,4,14,65
mbahalu01,2016,Luc Mbah a Moute,PF,29,LAC,5,5,78,4,6,.667,0,0,,4,6,.667,.667,1,1,1.000,2,8,10,1,3,0,2,9,9
mcadoja01,2016,James Michael McAdoo,PF,23,GSW,8,0,38,2,4,.500,0,0,,2,4,.500,.500,1,4,.250,0,8,8,2,3,2,1,6,5
mccolcj01,2016,CJ McCollum,SG,24,POR,11,11,442,84,197,.426,20,58,.345,64,139,.460,.477,37,46,.804,7,33,40,36,10,5,20,30,225
mcdankj01,2016,K.J. McDaniels,SF,22,HOU,4,0,34,4,13,.308,1,3,.333,3,10,.300,.346,0,0,,1,6,7,1,0,3,0,3,9
mcgeeja01,2016,JaVale McGee,C,28,DAL,2,0,14,1,2,.500,0,0,,1,2,.500,.500,2,6,.333,2,1,3,0,1,0,3,3,4
mcraejo01,2016,Jordan McRae,PG,24,CLE,2,0,4,4,4,1.000,1,1,1.000,3,3,1.000,1.125,0,0,,0,2,2,0,0,0,0,0,9
mcrobjo01,2016,Josh McRoberts,PF,28,MIA,10,0,134,16,34,.471,0,7,.000,16,27,.593,.471,6,6,1.000,7,19,26,9,5,5,4,20,38
meeksjo01,2016,Jodie Meeks,SG,28,DET,1,0,2,1,1,1.000,0,0,,1,1,1.000,1.000,0,0,,0,0,0,0,0,0,0,0,2
mejrisa01,2016,Salah Mejri,C,29,DAL,4,1,76,7,10,.700,0,0,,7,10,.700,.700,5,12,.417,5,8,13,1,3,5,0,11,19
mickejo01,2016,Jordan Mickey,PF,21,BOS,2,0,10,2,4,.500,0,0,,2,4,.500,.500,0,0,,1,1,2,2,0,1,0,0,4
milescj01,2016,C.J. Miles,SF,28,IND,7,0,92,10,38,.263,2,20,.100,8,18,.444,.289,2,3,.667,4,20,24,4,1,1,3,7,24
millean02,2016,Andre Miller,PG,39,SAS,5,0,35,3,7,.429,1,3,.333,2,4,.500,.500,2,2,1.000,2,3,5,7,0,0,0,4,9
millspa02,2016,Patty Mills,PG,27,SAS,10,0,167,23,53,.434,13,36,.361,10,17,.588,.557,7,11,.636,0,14,14,20,7,0,8,3,66
millspa01,2016,Paul Millsap,PF,30,ATL,10,10,365,59,137,.431,8,33,.242,51,104,.490,.460,41,55,.745,28,66,94,27,13,23,26,29,167
mohamna01,2016,Nazr Mohammed,C,38,OKC,5,0,10,1,2,.500,0,0,,1,2,.500,.500,0,0,,1,2,3,0,0,1,1,1,2
montelu01,2016,Luis Montero,SG,22,POR,6,0,8,3,3,1.000,2,2,1.000,1,1,1.000,1.333,0,0,,0,0,0,0,0,0,0,1,8
morrima03,2016,Marcus Morris,SF,26,DET,4,4,144,22,47,.468,7,18,.389,15,29,.517,.543,20,23,.870,2,11,13,10,2,0,5,17,71
morroan01,2016,Anthony Morrow,SG,30,OKC,14,0,76,11,24,.458,5,14,.357,6,10,.600,.563,10,10,1.000,0,2,2,1,1,0,4,5,37
motiedo01,2016,Donatas Motiejunas,PF,25,HOU,5,4,98,16,37,.432,4,9,.444,12,28,.429,.486,8,17,.471,10,16,26,5,4,2,12,11,44
mozgoti01,2016,Timofey Mozgov,C,29,CLE,13,0,76,6,15,.400,0,0,,6,15,.400,.400,3,4,.750,5,16,21,2,3,3,8,16,15
munfoxa02,2016,Xavier Munford,SG,23,MEM,4,0,89,9,28,.321,1,8,.125,8,20,.400,.339,0,2,.000,1,8,9,10,6,3,5,8,19
muscami01,2016,Mike Muscala,C,24,ATL,9,0,67,10,20,.500,2,6,.333,8,14,.571,.550,2,2,1.000,7,10,17,3,0,1,3,6,24
noguelu01,2016,Lucas Nogueira,C,23,TOR,5,0,29,3,4,.750,0,0,,3,4,.750,.750,0,0,,1,7,8,0,0,0,0,3,6
nowitdi01,2016,Dirk Nowitzki,PF,37,DAL,5,5,170,41,83,.494,4,11,.364,37,72,.514,.518,16,17,.941,3,21,24,8,2,3,7,9,102
olynyke01,2016,Kelly Olynyk,C,24,BOS,4,0,32,1,9,.111,0,3,.000,1,6,.167,.111,0,0,,2,2,4,3,1,0,4,5,2
pachuza01,2016,Zaza Pachulia,C,31,DAL,5,4,112,9,24,.375,0,0,,9,24,.375,.375,15,17,.882,10,17,27,16,3,1,2,13,33
parketo01,2016,Tony Parker,PG,33,SAS,10,10,264,44,98,.449,4,16,.250,40,82,.488,.469,12,14,.857,1,21,22,53,6,2,18,15,104
pattela01,2016,Lamar Patterson,SG,24,ATL,4,0,20,2,7,.286,1,3,.333,1,4,.250,.357,1,1,1.000,0,5,5,3,1,0,4,1,6
pattepa01,2016,Patrick Patterson,PF,26,TOR,20,9,583,55,136,.404,21,70,.300,34,66,.515,.482,22,26,.846,29,48,77,24,7,9,18,31,153
paulch01,2016,Chris Paul,PG,30,LAC,4,4,125,37,76,.487,6,20,.300,31,56,.554,.526,15,15,1.000,4,12,16,29,9,0,4,12,95
payneca01,2016,Cameron Payne,PG,21,OKC,10,0,64,7,26,.269,2,10,.200,5,16,.313,.308,2,4,.500,0,4,4,8,2,2,8,7,18
piercpa01,2016,Paul Pierce,SF,38,LAC,5,1,54,2,12,.167,1,5,.200,1,7,.143,.208,1,4,.250,0,6,6,1,2,0,2,6,6
plumlma01,2016,Mason Plumlee,C,25,POR,11,11,306,28,70,.400,0,0,,28,70,.400,.400,21,33,.636,37,93,130,53,7,11,25,42,77
poweldw01,2016,Dwight Powell,PF,24,DAL,4,0,64,9,19,.474,0,1,.000,9,18,.500,.474,6,11,.545,9,8,17,4,1,0,1,5,24
powelno01,2016,Norman Powell,SG,22,TOR,18,3,206,27,70,.386,7,26,.269,20,44,.455,.436,7,8,.875,4,23,27,6,13,2,5,18,68
prigipa01,2016,Pablo Prigioni,PG,38,LAC,5,0,26,0,5,.000,0,2,.000,0,3,.000,.000,0,0,,2,1,3,7,0,0,3,8,0
randoza01,2016,Zach Randolph,PF,34,MEM,4,4,120,23,62,.371,0,0,,23,62,.371,.371,6,7,.857,15,20,35,7,1,0,7,10,52
redicjj01,2016,J.J. Redick,SG,31,LAC,6,6,166,34,79,.430,11,31,.355,23,48,.479,.500,2,3,.667,1,11,12,5,1,1,5,11,81
richajo01,2016,Josh Richardson,SG,22,MIA,14,0,387,33,89,.371,17,46,.370,16,43,.372,.466,10,14,.714,10,40,50,22,6,13,12,37,93
riverau01,2016,Austin Rivers,SG,23,LAC,6,2,144,26,61,.426,4,17,.235,22,44,.500,.459,6,9,.667,4,12,16,16,3,0,7,12,62
roberan03,2016,Andre Roberson,SG,24,OKC,18,18,471,40,86,.465,12,37,.324,28,49,.571,.535,8,20,.400,25,76,101,14,23,19,11,45,100
roberbr01,2016,Brian Roberts,PG,30,POR,10,0,36,2,9,.222,0,4,.000,2,5,.400,.222,4,6,.667,1,0,1,3,0,0,1,5,8
robingl02,2016,Glenn Robinson,SF,22,IND,4,0,10,3,4,.750,0,0,,3,4,.750,.750,1,1,1.000,0,0,0,0,0,1,0,0,7
rosste01,2016,Terrence Ross,SF,24,TOR,20,0,335,46,119,.387,21,64,.328,25,55,.455,.475,13,20,.650,4,28,32,11,13,5,16,28,126
roziete01,2016,Terry Rozier,PG,21,BOS,5,0,99,9,23,.391,4,11,.364,5,12,.417,.478,2,2,1.000,3,14,17,6,1,3,2,5,24
rushbr01,2016,Brandon Rush,SG,30,GSW,14,0,110,9,20,.450,4,12,.333,5,8,.625,.550,1,2,.500,0,23,23,3,2,2,2,9,23
schrode01,2016,Dennis Schroder,PG,22,ATL,10,0,191,47,104,.452,12,35,.343,35,69,.507,.510,11,13,.846,6,13,19,36,4,1,21,24,117
scolalu01,2016,Luis Scola,PF,35,TOR,11,9,140,8,31,.258,4,21,.190,4,10,.400,.323,8,11,.727,2,16,18,7,3,0,5,22,28
scottmi01,2016,Mike Scott,PF,27,ATL,10,0,161,25,40,.625,8,16,.500,17,24,.708,.725,7,8,.875,5,27,32,5,3,3,8,20,65
sefolth01,2016,Thabo Sefolosha,SF,31,ATL,10,2,203,22,46,.478,7,19,.368,15,27,.556,.554,8,15,.533,8,33,41,17,10,6,10,17,59
shumpim01,2016,Iman Shumpert,SG,25,CLE,21,0,367,25,60,.417,13,34,.382,12,26,.462,.525,7,11,.636,10,37,47,17,10,3,13,36,70
simmojo02,2016,Jonathon Simmons,SG,26,SAS,3,0,26,4,10,.400,2,3,.667,2,7,.286,.500,1,2,.500,3,1,4,2,2,0,1,4,11
singlky01,2016,Kyle Singler,SF,27,OKC,6,0,51,3,9,.333,2,4,.500,1,5,.200,.444,0,2,.000,1,6,7,0,1,0,0,4,8
smartma01,2016,Marcus Smart,PG,21,BOS,6,1,193,22,60,.367,11,32,.344,11,28,.393,.458,17,21,.810,8,19,27,18,10,5,15,17,72
smithjr01,2016,J.R. Smith,SG,30,CLE,21,21,730,82,188,.436,65,151,.430,17,37,.459,.609,13,21,.619,7,60,67,29,26,5,11,55,242
smithjo03,2016,Josh Smith,PF,30,HOU,4,0,38,6,13,.462,4,8,.500,2,5,.400,.615,0,2,.000,1,1,2,4,1,1,5,7,16
speigma01,2016,Marreese Speights,C,28,GSW,24,0,201,46,118,.390,18,43,.419,28,75,.373,.466,24,31,.774,15,32,47,11,3,8,20,43,134
stephla01,2016,Lance Stephenson,SF,25,MEM,4,0,95,23,44,.523,2,5,.400,21,39,.538,.545,4,5,.800,1,5,6,7,1,0,3,10,52
stoudam01,2016,Amar'e Stoudemire,C,33,MIA,9,2,82,11,19,.579,0,0,,11,19,.579,.579,8,8,1.000,3,10,13,0,5,3,9,14,30
stuckro01,2016,Rodney Stuckey,PG,29,IND,7,0,125,17,43,.395,5,10,.500,12,33,.364,.453,5,9,.556,1,14,15,14,4,1,6,9,44
sullija01,2016,Jared Sullinger,PF,23,BOS,6,2,81,13,42,.310,2,4,.500,11,38,.289,.333,3,4,.750,10,17,27,7,1,0,6,16,31
teaguje01,2016,Jeff Teague,PG,27,ATL,10,10,279,46,121,.380,9,36,.250,37,85,.435,.417,44,52,.846,3,16,19,62,6,2,25,30,145
terryja01,2016,Jason Terry,SG,38,HOU,5,0,124,13,38,.342,6,19,.316,7,19,.368,.421,3,3,1.000,1,10,11,6,2,1,3,13,35
thomais02,2016,Isaiah Thomas,PG,26,BOS,6,6,220,47,119,.395,13,46,.283,34,73,.466,.450,38,47,.809,2,16,18,30,4,5,14,18,145
thompja02,2016,Jason Thompson,C,29,TOR,10,0,55,4,9,.444,0,1,.000,4,8,.500,.444,0,3,.000,6,5,11,1,0,1,1,6,8
thompkl01,2016,Klay Thompson,SG,25,GSW,24,24,849,201,453,.444,98,231,.424,103,222,.464,.552,82,96,.854,15,73,88,54,26,9,47,53,582
thomptr01,2016,Tristan Thompson,PF,24,CLE,21,21,622,49,93,.527,0,0,,49,93,.527,.527,42,73,.575,86,102,188,15,8,18,17,55,140
tollian01,2016,Anthony Tolliver,PF,30,DET,3,0,26,2,4,.500,0,2,.000,2,2,1.000,.500,0,0,,1,3,4,1,0,1,0,0,4
turneev01,2016,Evan Turner,SG,27,BOS,6,4,214,31,85,.365,3,14,.214,28,71,.394,.382,14,18,.778,8,26,34,27,8,6,17,19,79
turnemy01,2016,Myles Turner,C,19,IND,7,4,197,33,71,.465,0,2,.000,33,69,.478,.465,6,9,.667,16,29,45,3,2,23,12,24,72
valanjo01,2016,Jonas Valanciunas,C,23,TOR,12,10,321,68,120,.567,0,0,,68,120,.567,.567,29,39,.744,48,81,129,11,10,14,18,32,165
varejan01,2016,Anderson Varejao,C,33,GSW,17,0,93,5,14,.357,0,0,,5,14,.357,.357,10,19,.526,12,9,21,13,2,2,2,17,20
villach01,2016,Charlie Villanueva,PF,31,DAL,4,0,20,3,12,.250,1,5,.200,2,7,.286,.292,2,2,1.000,0,2,2,1,0,0,1,2,9
vonleno01,2016,Noah Vonleh,PF,20,POR,6,0,12,0,3,.000,0,0,,0,3,.000,.000,0,0,,1,3,4,2,2,0,0,1,0
wadedw01,2016,Dwyane Wade,SG,34,MIA,14,14,473,119,254,.469,12,23,.522,107,231,.463,.492,50,64,.781,12,67,79,60,11,13,38,22,300
waitedi01,2016,Dion Waiters,SG,24,OKC,18,0,491,55,132,.417,21,56,.375,34,76,.447,.496,20,30,.667,6,41,47,42,10,3,20,42,151
walkeke02,2016,Kemba Walker,PG,25,CHO,7,7,260,56,153,.366,14,43,.326,42,110,.382,.412,33,35,.943,3,18,21,28,9,4,12,10,159
weberbr01,2016,Briante Weber,PG,23,MIA,2,0,6,0,1,.000,0,0,,0,1,.000,.000,0,0,,0,0,0,1,1,0,0,1,0
westda01,2016,David West,PF,35,SAS,10,0,176,25,55,.455,3,6,.500,22,49,.449,.482,5,9,.556,13,24,37,13,6,7,7,19,58
westbru01,2016,Russell Westbrook,PG,27,OKC,18,18,674,159,393,.405,34,105,.324,125,288,.434,.448,116,140,.829,41,83,124,198,46,2,78,43,468
whiteha01,2016,Hassan Whiteside,C,26,MIA,10,10,291,47,69,.681,0,0,,47,69,.681,.681,26,44,.591,26,83,109,3,8,28,13,34,120
wilcocj01,2016,C.J. Wilcox,SG,25,LAC,2,0,7,0,1,.000,0,0,,0,1,.000,.000,0,0,,0,1,1,1,0,0,0,1,0
willide01,2016,Deron Williams,PG,31,DAL,3,3,49,6,18,.333,3,7,.429,3,11,.273,.417,0,0,,0,2,2,8,1,0,7,6,15
willima02,2016,Marvin Williams,PF,29,CHO,7,7,228,14,51,.275,6,17,.353,8,34,.235,.333,2,4,.500,7,41,48,6,6,3,2,11,36
willima01,2016,Mo Williams,PG,33,CLE,13,0,68,8,28,.286,3,13,.231,5,15,.333,.339,1,2,.500,0,6,6,3,4,0,10,8,20
winslju01,2016,Justise Winslow,SF,19,MIA,13,2,330,32,74,.432,5,18,.278,27,56,.482,.466,21,30,.700,17,46,63,8,8,4,12,35,90
wrighde01,2016,Delon Wright,PG,23,TOR,9,0,41,3,10,.300,0,1,.000,3,9,.333,.300,8,13,.615,1,3,4,3,3,0,2,2,14
wrighdo01,2016,Dorell Wright,SF,30,MIA,5,0,19,5,10,.500,2,5,.400,3,5,.600,.600,4,4,1.000,0,6,6,2,0,0,0,2,16
youngja01,2016,James Young,SG,20,BOS,3,0,10,1,3,.333,0,1,.000,1,2,.500,.333,0,0,,0,0,0,0,0,0,1,1,2
youngjo01,2016,Joe Young,PG,23,IND,4,0,10,3,8,.375,1,4,.250,2,4,.500,.438,2,2,1.000,0,1,1,1,0,0,2,3,9
zelleco01,2016,Cody Zeller,C,23,CHO,7,2,137,21,38,.553,0,0,,21,38,.553,.553,17,21,.810,9,28,37,2,1,3,7,20,59
zellety01,2016,Tyler Zeller,C,26,BOS,3,0,38,7,15,.467,0,0,,7,15,.467,.467,4,6,.667,4,11,15,2,0,2,2,1,18
abrinal01,2017,Alex Abrines,SG,23,OKC,5,0,80,8,23,.348,5,17,.294,3,6,.500,.457,3,4,.750,2,7,9,4,0,0,0,8,24
adamsst01,2017,Steven Adams,C,23,OKC,5,5,157,18,28,.643,0,0,,18,28,.643,.643,4,11,.364,17,17,34,7,6,9,4,14,40
aldrila01,2017,LaMarcus Aldridge,PF,31,SAS,16,16,537,110,240,.458,2,14,.143,108,226,.478,.463,42,55,.764,43,76,119,24,10,16,28,41,264
allenla01,2017,Lavoy Allen,PF,27,IND,3,0,11,0,0,,0,0,,0,0,,,0,0,,0,2,2,0,0,0,1,0,0
aminual01,2017,Al-Farouq Aminu,PF,26,POR,4,0,113,17,37,.459,7,17,.412,10,20,.500,.554,7,11,.636,5,21,26,4,3,4,9,9,48
anderky01,2017,Kyle Anderson,SF,23,SAS,15,1,195,36,64,.563,3,10,.300,33,54,.611,.586,8,11,.727,12,34,46,25,10,2,7,8,83
anderry01,2017,Ryan Anderson,PF,28,HOU,11,9,336,36,92,.391,17,60,.283,19,32,.594,.484,14,16,.875,15,42,57,7,4,2,9,24,103
antetgi01,2017,Giannis Antetokounmpo,SF,22,MIL,6,6,243,60,112,.536,4,10,.400,56,102,.549,.554,25,46,.543,10,47,57,24,13,10,20,21,149
anthojo01,2017,Joel Anthony,C,34,SAS,3,0,15,3,4,.750,0,0,,3,4,.750,.750,0,1,.000,2,2,4,0,0,2,1,2,6
arizatr01,2017,Trevor Ariza,SF,31,HOU,11,11,413,41,97,.423,23,61,.377,18,36,.500,.541,13,14,.929,8,48,56,23,14,2,9,25,118
baldwwa01,2017,Wade Baldwin,PG,20,MEM,3,0,12,0,1,.000,0,0,,0,1,.000,.000,2,2,1.000,1,3,4,2,0,0,0,3,2
barnema02,2017,Matt Barnes,SF,36,GSW,12,0,61,4,15,.267,1,8,.125,3,7,.429,.300,0,0,,0,9,9,7,2,0,3,9,9
bassbr01,2017,Brandon Bass,PF,31,LAC,1,0,4,1,3,.333,0,0,,1,3,.333,.333,0,0,,1,0,1,0,1,0,0,0,2
bazemke01,2017,Kent Bazemore,SF,27,ATL,6,0,150,21,53,.396,7,24,.292,14,29,.483,.462,10,14,.714,4,19,23,20,4,5,16,15,59
bealbr01,2017,Bradley Beal,SG,23,WAS,13,13,505,122,259,.471,29,101,.287,93,158,.589,.527,50,61,.820,15,29,44,35,21,8,27,38,323
beaslmi01,2017,Michael Beasley,PF,28,MIL,4,0,48,7,20,.350,3,5,.600,4,15,.267,.425,0,4,.000,2,7,9,1,1,1,2,8,17
bertada01,2017,Davis Bertans,PF,24,SAS,13,0,112,12,27,.444,8,20,.400,4,7,.571,.593,4,6,.667,5,15,20,3,3,4,6,7,36
beverpa01,2017,Patrick Beverley,SG,28,HOU,11,11,325,45,109,.413,21,52,.404,24,57,.421,.509,11,14,.786,21,40,61,33,16,2,18,38,122
bogdabo02,2017,Bojan Bogdanovic,SF,27,WAS,13,0,264,36,87,.414,16,45,.356,20,42,.476,.506,27,32,.844,10,46,56,9,6,1,8,17,115
bolomjo01,2017,Joel Bolomboy,PF,23,UTA,2,0,9,2,3,.667,0,0,,2,3,.667,.667,0,0,,0,2,2,0,0,1,0,0,4
bradlav01,2017,Avery Bradley,SG,26,BOS,18,18,645,120,272,.441,40,114,.351,80,158,.506,.515,21,27,.778,18,53,71,41,23,3,31,40,301
brogdma01,2017,Malcolm Brogdon,SG,24,MIL,6,6,183,22,55,.400,10,21,.476,12,34,.353,.491,0,0,,3,23,26,21,3,2,12,12,54
brookaa01,2017,Aaron Brooks,PG,32,IND,1,0,7,2,3,.667,1,2,.500,1,1,1.000,.833,0,0,,0,1,1,1,0,0,1,0,5
brownbo02,2017,Bobby Brown,PG,32,HOU,5,0,22,10,20,.500,5,11,.455,5,9,.556,.625,0,0,,0,2,2,1,0,0,0,1,25
brownja02,2017,Jaylen Brown,SF,20,BOS,17,0,215,34,71,.479,5,23,.217,29,48,.604,.514,12,18,.667,12,24,36,13,6,2,13,26,85
burketr01,2017,Trey Burke,PG,24,WAS,3,0,20,0,4,.000,0,2,.000,0,2,.000,.000,0,0,,0,0,0,5,0,0,0,2,0
butleji01,2017,Jimmy Butler,SF,27,CHI,6,6,239,46,108,.426,6,23,.261,40,85,.471,.454,38,47,.809,9,35,44,26,10,5,15,10,136
caldejo01,2017,Jose Calderon,PG,35,ATL,6,0,75,11,23,.478,4,12,.333,7,11,.636,.565,0,0,,2,6,8,13,2,1,4,9,26
canaais01,2017,Isaiah Canaan,SG,25,CHI,3,2,95,13,26,.500,5,14,.357,8,12,.667,.596,4,6,.667,0,4,4,4,3,0,5,6,35
capelca01,2017,Clint Capela,C,22,HOU,11,11,286,46,82,.561,0,1,.000,46,81,.568,.561,24,39,.615,26,70,96,12,8,28,8,28,116
carrode01,2017,DeMarre Carroll,SF,30,TOR,10,7,155,15,37,.405,7,22,.318,8,15,.533,.500,5,9,.556,4,23,27,5,8,5,5,13,42
cartevi01,2017,Vince Carter,SF,40,MEM,6,6,195,20,42,.476,8,20,.400,12,22,.545,.571,7,7,1.000,4,16,20,9,2,0,10,15,55
cartemi01,2017,Michael Carter-Williams,PG,25,CHI,5,0,53,6,15,.400,0,1,.000,6,14,.429,.400,2,4,.500,1,3,4,6,2,1,6,6,14
chrisse01,2017,Semaj Christon,PG,24,OKC,2,0,21,2,5,.400,1,3,.333,1,2,.500,.500,0,0,,0,3,3,5,1,0,0,1,5
clarkia01,2017,Ian Clark,SG,25,GSW,16,0,219,40,79,.506,13,36,.361,27,43,.628,.589,16,17,.941,4,22,26,11,6,0,11,17,109
coleno01,2017,Norris Cole,PG,28,OKC,4,0,25,2,8,.250,1,4,.250,1,4,.250,.313,0,0,,0,1,1,1,0,1,2,4,5
conlemi01,2017,Mike Conley,PG,29,MEM,6,6,224,50,103,.485,17,38,.447,33,65,.508,.568,31,37,.838,1,19,20,42,10,3,12,11,148
connapa01,2017,Pat Connaughton,SG,24,POR,3,0,24,2,9,.222,0,6,.000,2,3,.667,.222,3,3,1.000,1,6,7,4,0,0,0,0,7
crabbal01,2017,Allen Crabbe,SG,24,POR,4,0,92,9,24,.375,3,13,.231,6,11,.545,.438,1,3,.333,0,12,12,2,1,0,1,9,22
crawfja01,2017,Jamal Crawford,SG,36,LAC,7,0,196,35,83,.422,6,25,.240,29,58,.500,.458,12,12,1.000,2,7,9,13,4,1,9,12,88
crowdja01,2017,Jae Crowder,SF,26,BOS,18,18,596,87,200,.435,31,88,.352,56,112,.500,.513,40,48,.833,20,95,115,48,19,6,12,52,245
